skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name,noisy_color_palette,noisy_palette_name
lightMedium,brown,brown,Autumn,"['mustard', 'warm brown', 'clear turquoise', 'pastel blue', 'black']",Palette_768e0be8,"['light mustard', 'light warm brown', 'light clear turquoise', 'pastel blue', 'light black']",Palette_b1e23c57
fair,hazel,brown,Summer,"['pastel blue', 'soft pink', 'clear turquoise', 'warm brown', 'navy']",Palette_9023aa01,"['light pastel blue', 'bright soft pink', 'light clear turquoise', 'muted warm brown', 'dark navy']",Palette_2cecf355
medium,brown,brunette,Autumn,"['mustard', 'warm brown', 'peach', 'grey', 'navy']",Palette_bcdad712,"['bright mustard', 'muted warm brown', 'peach', 'bright grey', 'muted navy']",Palette_35f658f7
light,green,brown,Summer,"['grey', 'pastel blue', 'golden yellow', 'orange', 'bright red']",Palette_7cd99d70,"['bright grey', 'bright pastel blue', 'golden yellow', 'bright orange', 'muted bright red']",Palette_81f599f2
fair,brown,brown,Summer,"['soft green', 'soft pink', 'clear turquoise', 'olive green', 'black']",Palette_6ef0fab3,"['bright soft green', 'dark soft pink', 'light clear turquoise', 'light olive green', 'bright black']",Palette_9cd4178b
lightMedium,brown,black,Spring,"['clear turquoise', 'peach', 'grey', 'mustard', 'bright red']",Palette_f4c815dc,"['muted clear turquoise', 'muted peach', 'muted grey', 'mustard', 'muted bright red']",Palette_c221d334
mediumTan,hazel,brown,Autumn,"['orange', 'warm brown', 'coral', 'lavender', 'jewel blue']",Palette_a7f4e686,"['dark orange', 'warm brown', 'dark coral', 'lavender', 'light jewel blue']",Palette_6c71056b
mediumTan,brown,brown,Autumn,"['deep red', 'olive green', 'warm green', 'pastel blue', 'bright red']",Palette_0f128fd5,"['muted deep red', 'olive green', 'dark warm green', 'muted pastel blue', 'bright bright red']",Palette_1d76e856
mediumTan,brown,brown,Autumn,"['deep red', 'mustard', 'golden yellow', 'pastel blue', 'black']",Palette_ab7a41cc,"['dark deep red', 'muted mustard', 'golden yellow', 'pastel blue', 'black']",Palette_bb45a668
light,brown,brown,Summer,"['soft pink', 'grey', 'golden yellow', 'mustard', 'white']",Palette_733b1b8e,"['light soft pink', 'dark grey', 'muted golden yellow', 'mustard', 'dark white']",Palette_714b4cbe
light,brown,brown,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'warm brown', 'jewel blue']",Palette_afa7d69b,"['lavender', 'light pastel blue', 'bright clear turquoise', 'muted warm brown', 'light jewel blue']",Palette_33cc4ec1
fair,Other,red,Summer,"['lavender', 'grey', 'warm green', 'orange', 'black']",Palette_5d1459a7,"['bright lavender', 'dark grey', 'light warm green', 'bright orange', 'bright black']",Palette_248dd233
fair,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft green', 'warm brown', 'white']",Palette_bc0f2653,"['warm green', 'golden yellow', 'dark soft green', 'warm brown', 'bright white']",Palette_2899b095
fair,green,blonde,Spring,"['peach', 'clear turquoise', 'soft pink', 'deep red', 'black']",Palette_657bb8da,"['peach', 'dark clear turquoise', 'bright soft pink', 'bright deep red', 'dark black']",Palette_99f95ff6
fair,blue,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'olive green', 'jewel blue']",Palette_0ac3d728,"['light golden yellow', 'muted warm green', 'dark grey', 'olive green', 'dark jewel blue']",Palette_b2d1292e
light,green,blonde,Spring,"['warm green', 'clear turquoise', 'grey', 'deep red', 'white']",Palette_c532309d,"['warm green', 'clear turquoise', 'light grey', 'light deep red', 'white']",Palette_8b57588b
deep,brown,blonde,Winter,"['black', 'bright red', 'golden yellow', 'soft green', 'olive green']",Palette_f3663595,"['black', 'dark bright red', 'light golden yellow', 'bright soft green', 'light olive green']",Palette_cbf566a6
fair,blue,brown,Summer,"['lavender', 'soft green', 'golden yellow', 'olive green', 'bright red']",Palette_eb17211b,"['lavender', 'bright soft green', 'dark golden yellow', 'light olive green', 'dark bright red']",Palette_5b075af3
lightMedium,brown,black,Spring,"['peach', 'golden yellow', 'soft pink', 'orange', 'navy']",Palette_36958ca0,"['muted peach', 'light golden yellow', 'bright soft pink', 'light orange', 'bright navy']",Palette_c64e464a
lightMedium,hazel,brown,Autumn,"['warm brown', 'deep red', 'peach', 'soft green', 'navy']",Palette_fc042934,"['warm brown', 'dark deep red', 'muted peach', 'muted soft green', 'dark navy']",Palette_5366067c
tan,brown,black,Spring,"['peach', 'warm green', 'soft pink', 'warm brown', 'black']",Palette_2ad92314,"['muted peach', 'light warm green', 'soft pink', 'light warm brown', 'muted black']",Palette_598e783a
fair,brown,black,Summer,"['soft pink', 'grey', 'coral', 'warm brown', 'navy']",Palette_80af01bf,"['dark soft pink', 'grey', 'muted coral', 'muted warm brown', 'muted navy']",Palette_e5ac1799
fair,blue,brown,Summer,"['soft green', 'lavender', 'golden yellow', 'warm brown', 'bright red']",Palette_a731a30a,"['muted soft green', 'light lavender', 'golden yellow', 'dark warm brown', 'muted bright red']",Palette_36f8520c
fair,green,blonde,Spring,"['peach', 'clear turquoise', 'soft pink', 'warm brown', 'black']",Palette_95ff7237,"['dark peach', 'clear turquoise', 'soft pink', 'muted warm brown', 'light black']",Palette_94ff6fa8
light,brown,auburn,Summer,"['soft green', 'pastel blue', 'warm green', 'orange', 'white']",Palette_0a0f2924,"['light soft green', 'muted pastel blue', 'bright warm green', 'light orange', 'dark white']",Palette_1cb4a8df
deep,brown,brown,Winter,"['navy', 'white', 'coral', 'pastel blue', 'mustard']",Palette_37b2e2e4,"['muted navy', 'white', 'light coral', 'dark pastel blue', 'mustard']",Palette_da0c5c1f
medium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'soft pink', 'bright red']",Palette_db788abd,"['bright mustard', 'light olive green', 'dark peach', 'dark soft pink', 'bright bright red']",Palette_c0244ee6
Other,brown,brunette,Winter,"['bright red', 'navy', 'clear turquoise', 'pastel blue', 'deep red']",Palette_5f33bfd5,"['dark bright red', 'bright navy', 'bright clear turquoise', 'bright pastel blue', 'bright deep red']",Palette_0aa62e1a
tan,brown,brunette,Autumn,"['warm brown', 'olive green', 'clear turquoise', 'lavender', 'black']",Palette_9a672fb5,"['bright warm brown', 'dark olive green', 'muted clear turquoise', 'light lavender', 'bright black']",Palette_db62ef0f
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'soft pink', 'olive green', 'bright red']",Palette_dc111cf0,"['muted coral', 'muted golden yellow', 'light soft pink', 'dark olive green', 'bright red']",Palette_394d4029
Other,blue,brunette,Spring,"['golden yellow', 'coral', 'pastel blue', 'orange', 'jewel blue']",Palette_5545c679,"['golden yellow', 'bright coral', 'light pastel blue', 'light orange', 'dark jewel blue']",Palette_dc4c09c8
lightMedium,green,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'warm brown', 'jewel blue']",Palette_52594226,"['bright clear turquoise', 'muted golden yellow', 'light soft green', 'warm brown', 'bright jewel blue']",Palette_d912276b
light,blue,blonde,Spring,"['peach', 'golden yellow', 'grey', 'mustard', 'bright red']",Palette_b4fc7f72,"['peach', 'dark golden yellow', 'muted grey', 'light mustard', 'light bright red']",Palette_550b60e4
lightMedium,brown,black,Spring,"['warm green', 'peach', 'soft green', 'warm brown', 'black']",Palette_8cbad662,"['light warm green', 'muted peach', 'light soft green', 'warm brown', 'black']",Palette_78f5f71b
medium,blue,brunette,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'warm brown', 'black']",Palette_64fe5e99,"['light clear turquoise', 'dark golden yellow', 'muted soft pink', 'muted warm brown', 'dark black']",Palette_68ef8dad
fair,hazel,brown,Summer,"['pastel blue', 'soft green', 'clear turquoise', 'warm brown', 'bright red']",Palette_287f0aed,"['muted pastel blue', 'soft green', 'bright clear turquoise', 'light warm brown', 'bright red']",Palette_21cec03a
lightMedium,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'olive green', 'bright red']",Palette_dc111cf0,"['coral', 'bright golden yellow', 'dark soft pink', 'muted olive green', 'dark bright red']",Palette_c0edad58
mediumTan,brown,brown,Autumn,"['olive green', 'deep red', 'coral', 'soft green', 'jewel blue']",Palette_e154844d,"['bright olive green', 'muted deep red', 'coral', 'bright soft green', 'light jewel blue']",Palette_43243986
fair,hazel,brown,Summer,"['soft green', 'soft pink', 'warm green', 'warm brown', 'black']",Palette_f3d6ef3f,"['bright soft green', 'muted soft pink', 'warm green', 'warm brown', 'dark black']",Palette_d1e380f5
mediumTan,brown,brown,Autumn,"['orange', 'mustard', 'peach', 'soft pink', 'navy']",Palette_1311b7b6,"['orange', 'mustard', 'bright peach', 'light soft pink', 'light navy']",Palette_499ae4f8
light,brown,brown,Summer,"['lavender', 'soft pink', 'clear turquoise', 'olive green', 'jewel blue']",Palette_3b54dbef,"['lavender', 'light soft pink', 'bright clear turquoise', 'dark olive green', 'muted jewel blue']",Palette_58c5b069
lightMedium,green,brown,Autumn,"['orange', 'deep red', 'clear turquoise', 'soft green', 'white']",Palette_f84c2a8e,"['bright orange', 'dark deep red', 'light clear turquoise', 'soft green', 'muted white']",Palette_340d0fd6
mediumTan,brown,black,Spring,"['clear turquoise', 'peach', 'soft green', 'orange', 'white']",Palette_3fcba164,"['clear turquoise', 'bright peach', 'bright soft green', 'dark orange', 'white']",Palette_7e18449a
lightMedium,brown,brown,Autumn,"['olive green', 'warm brown', 'warm green', 'soft green', 'navy']",Palette_2e4124c9,"['muted olive green', 'dark warm brown', 'bright warm green', 'dark soft green', 'bright navy']",Palette_76d98b65
medium,brown,brunette,Autumn,"['warm brown', 'orange', 'clear turquoise', 'pastel blue', 'jewel blue']",Palette_68994c81,"['dark warm brown', 'muted orange', 'clear turquoise', 'bright pastel blue', 'bright jewel blue']",Palette_467820fc
fair,blue,brown,Summer,"['lavender', 'soft pink', 'golden yellow', 'orange', 'navy']",Palette_0a0d251e,"['dark lavender', 'dark soft pink', 'light golden yellow', 'dark orange', 'navy']",Palette_4793bba1
light,brown,brown,Summer,"['pastel blue', 'grey', 'clear turquoise', 'mustard', 'black']",Palette_549b1d22,"['muted pastel blue', 'bright grey', 'light clear turquoise', 'dark mustard', 'light black']",Palette_e2ef6034
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'warm green', 'soft green', 'white']",Palette_35eedacf,"['bright olive green', 'dark deep red', 'warm green', 'light soft green', 'bright white']",Palette_03c80fc6
lightMedium,brown,black,Spring,"['clear turquoise', 'coral', 'soft pink', 'warm brown', 'white']",Palette_1200a326,"['clear turquoise', 'light coral', 'dark soft pink', 'warm brown', 'bright white']",Palette_bacd87bb
lightMedium,green,brown,Autumn,"['orange', 'olive green', 'clear turquoise', 'pastel blue', 'black']",Palette_cacc6c5a,"['muted orange', 'dark olive green', 'clear turquoise', 'dark pastel blue', 'black']",Palette_fbc4b95a
lightMedium,brown,black,Spring,"['golden yellow', 'coral', 'pastel blue', 'deep red', 'white']",Palette_dc7b05bd,"['muted golden yellow', 'bright coral', 'pastel blue', 'deep red', 'muted white']",Palette_ff698404
fair,hazel,black,Summer,"['soft pink', 'grey', 'coral', 'mustard', 'jewel blue']",Palette_973bf2ef,"['dark soft pink', 'dark grey', 'dark coral', 'bright mustard', 'jewel blue']",Palette_09cba696
light,hazel,brown,Summer,"['soft pink', 'lavender', 'coral', 'olive green', 'white']",Palette_61be3cd5,"['dark soft pink', 'muted lavender', 'bright coral', 'olive green', 'light white']",Palette_8b54f4bb
lightMedium,brown,brown,Autumn,"['orange', 'mustard', 'warm green', 'lavender', 'navy']",Palette_00c1d4c4,"['bright orange', 'muted mustard', 'warm green', 'dark lavender', 'navy']",Palette_f7798cca
mediumTan,brown,black,Spring,"['peach', 'warm green', 'soft green', 'deep red', 'bright red']",Palette_6c8f4d77,"['peach', 'dark warm green', 'bright soft green', 'deep red', 'light bright red']",Palette_68112fd0
fair,hazel,brown,Summer,"['grey', 'soft green', 'peach', 'orange', 'black']",Palette_073a5187,"['bright grey', 'dark soft green', 'dark peach', 'muted orange', 'black']",Palette_99aa808e
lightMedium,brown,brown,Autumn,"['warm brown', 'orange', 'peach', 'grey', 'white']",Palette_dc25bbed,"['warm brown', 'orange', 'muted peach', 'light grey', 'dark white']",Palette_c158fa79
fair,blue,blonde,Spring,"['peach', 'golden yellow', 'grey', 'orange', 'black']",Palette_d4d96635,"['light peach', 'light golden yellow', 'muted grey', 'light orange', 'black']",Palette_7794241b
medium,brown,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'grey', 'jewel blue']",Palette_0581ba8d,"['muted warm brown', 'light olive green', 'dark golden yellow', 'bright grey', 'light jewel blue']",Palette_b4e6614c
light,blue,blonde,Spring,"['golden yellow', 'warm green', 'pastel blue', 'warm brown', 'jewel blue']",Palette_2c61345c,"['bright golden yellow', 'muted warm green', 'dark pastel blue', 'warm brown', 'dark jewel blue']",Palette_bef15c03
light,brown,black,Summer,"['pastel blue', 'soft pink', 'warm green', 'olive green', 'bright red']",Palette_b89d2b05,"['bright pastel blue', 'light soft pink', 'muted warm green', 'olive green', 'muted bright red']",Palette_f17787e0
light,green,brown,Summer,"['grey', 'lavender', 'coral', 'orange', 'bright red']",Palette_118ad96e,"['bright grey', 'bright lavender', 'light coral', 'bright orange', 'bright bright red']",Palette_e5670fc7
fairLight,blue,brown,Summer,"['lavender', 'grey', 'golden yellow', 'mustard', 'jewel blue']",Palette_28843c6d,"['lavender', 'bright grey', 'golden yellow', 'dark mustard', 'jewel blue']",Palette_eeb4b40f
lightMedium,hazel,blonde,Spring,"['clear turquoise', 'warm green', 'soft pink', 'deep red', 'bright red']",Palette_b437f848,"['dark clear turquoise', 'light warm green', 'dark soft pink', 'dark deep red', 'muted bright red']",Palette_e4b304f7
lightMedium,blue,blonde,Spring,"['peach', 'warm green', 'grey', 'olive green', 'jewel blue']",Palette_4055ae14,"['peach', 'bright warm green', 'muted grey', 'light olive green', 'dark jewel blue']",Palette_858e2817
lightMedium,brown,blonde,Spring,"['peach', 'coral', 'pastel blue', 'warm brown', 'black']",Palette_cb10ce29,"['light peach', 'muted coral', 'light pastel blue', 'warm brown', 'black']",Palette_73f6321b
fair,green,blonde,Spring,"['golden yellow', 'peach', 'grey', 'orange', 'jewel blue']",Palette_93b87edf,"['golden yellow', 'dark peach', 'muted grey', 'dark orange', 'bright jewel blue']",Palette_56afdf1a
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'peach', 'grey', 'navy']",Palette_7c94ca6d,"['warm brown', 'light olive green', 'muted peach', 'light grey', 'muted navy']",Palette_e7db4948
light,hazel,brown,Summer,"['grey', 'soft pink', 'warm green', 'mustard', 'black']",Palette_3969afce,"['muted grey', 'muted soft pink', 'dark warm green', 'dark mustard', 'dark black']",Palette_567c38cc
mediumTan,brown,black,Spring,"['peach', 'golden yellow', 'soft pink', 'olive green', 'bright red']",Palette_40a86d68,"['dark peach', 'bright golden yellow', 'soft pink', 'dark olive green', 'bright bright red']",Palette_44e7d1c0
lightMedium,brown,brown,Autumn,"['olive green', 'deep red', 'golden yellow', 'soft pink', 'bright red']",Palette_943952b9,"['dark olive green', 'bright deep red', 'bright golden yellow', 'light soft pink', 'light bright red']",Palette_1ff7816c
lightMedium,blue,brown,Spring,"['golden yellow', 'coral', 'lavender', 'olive green', 'jewel blue']",Palette_071b4dc6,"['bright golden yellow', 'coral', 'muted lavender', 'light olive green', 'bright jewel blue']",Palette_4b10ad91
light,blue,brunette,Summer,"['soft green', 'grey', 'warm green', 'orange', 'bright red']",Palette_c0098325,"['bright soft green', 'muted grey', 'dark warm green', 'bright orange', 'dark bright red']",Palette_a71b3602
medium,brown,black,Spring,"['warm green', 'golden yellow', 'soft pink', 'deep red', 'black']",Palette_f76f14e8,"['dark warm green', 'muted golden yellow', 'bright soft pink', 'light deep red', 'black']",Palette_25c09342
lightMedium,brown,black,Spring,"['peach', 'warm green', 'soft green', 'orange', 'white']",Palette_c82ea158,"['muted peach', 'light warm green', 'soft green', 'orange', 'light white']",Palette_a60ee916
lightMedium,brown,black,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'olive green', 'bright red']",Palette_2a9f9004,"['light clear turquoise', 'light warm green', 'pastel blue', 'muted olive green', 'light bright red']",Palette_db149416
medium,brown,black,Spring,"['warm green', 'coral', 'soft green', 'warm brown', 'jewel blue']",Palette_dfb7f7c8,"['muted warm green', 'muted coral', 'bright soft green', 'bright warm brown', 'bright jewel blue']",Palette_16bef828
