skin_tone,eye_color,hair_color,primary_season,color_palette
fair,blue,blonde,Spring,"['clear turquoise', 'peach', 'pastel blue', 'mustard', 'white']"
medium,brown,brown,Autumn,"['olive green', 'deep red', 'coral', 'pastel blue', 'jewel blue']"
light,green,brown,Summer,"['soft green', 'pastel blue', 'warm green', 'deep red', 'bright red']"
light,blue,red,Spring,"['warm green', 'clear turquoise', 'soft pink', 'olive green', 'jewel blue']"
light,brown,black,Summer,"['pastel blue', 'grey', 'peach', 'deep red', 'bright red']"
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'soft pink', 'white']"
medium,hazel,black,Spring,"['warm green', 'coral', 'grey', 'mustard', 'jewel blue']"
light,brown,brown,Summer,"['lavender', 'soft pink', 'warm green', 'mustard', 'navy']"
lightMedium,brown,black,Spring,"['coral', 'warm green', 'lavender', 'orange', 'black']"
light,blue,auburn,Spring,"['clear turquoise', 'warm green', 'grey', 'orange', 'jewel blue']"
lightMedium,brown,black,Spring,"['warm green', 'golden yellow', 'pastel blue', 'orange', 'black']"
fair,brown,brown,Summer,"['grey', 'soft pink', 'warm green', 'orange', 'jewel blue']"
fair,hazel,brown,Summer,"['grey', 'soft green', 'peach', 'olive green', 'bright red']"
fair,hazel,brown,Summer,"['lavender', 'soft green', 'coral', 'warm brown', 'jewel blue']"
fair,hazel,brown,Summer,"['lavender', 'soft green', 'clear turquoise', 'orange', 'jewel blue']"
light,hazel,blonde,Spring,"['coral', 'peach', 'lavender', 'mustard', 'white']"
light,green,red,Spring,"['golden yellow', 'clear turquoise', 'soft green', 'warm brown', 'black']"
fairLight,green,blonde,Spring,"['coral', 'warm green', 'pastel blue', 'mustard', 'navy']"
light,brown,brown,Summer,"['soft pink', 'soft green', 'warm green', 'mustard', 'black']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'golden yellow', 'soft green', 'white']"
light,green,auburn,Spring,"['clear turquoise', 'coral', 'soft green', 'olive green', 'black']"
light,brown,brown,Summer,"['soft green', 'soft pink', 'peach', 'orange', 'black']"
light,green,blonde,Spring,"['warm green', 'golden yellow', 'pastel blue', 'mustard', 'black']"
medium,brown,brown,Autumn,"['orange', 'olive green', 'clear turquoise', 'soft pink', 'navy']"
light,blue,blonde,Spring,"['coral', 'golden yellow', 'soft pink', 'deep red', 'bright red']"
fair,brown,black,Summer,"['soft green', 'soft pink', 'warm green', 'mustard', 'bright red']"
tan,brown,brown,Autumn,"['warm brown', 'orange', 'clear turquoise', 'soft green', 'jewel blue']"
tan,brown,brown,Autumn,"['olive green', 'deep red', 'peach', 'soft green', 'white']"
mediumTan,green,black,Spring,"['warm green', 'coral', 'grey', 'olive green', 'navy']"
light,blue,blonde,Spring,"['golden yellow', 'coral', 'soft pink', 'warm brown', 'jewel blue']"
fair,brown,brown,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'orange', 'white']"
fair,brown,brown,Summer,"['pastel blue', 'lavender', 'clear turquoise', 'deep red', 'black']"
light,blue,blonde,Spring,"['clear turquoise', 'golden yellow', 'lavender', 'olive green', 'black']"
fairLight,blue,red,Spring,"['golden yellow', 'coral', 'grey', 'olive green', 'navy']"
lightMedium,brown,black,Spring,"['peach', 'golden yellow', 'lavender', 'orange', 'navy']"
fairLight,brown,blonde,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'mustard', 'black']"
light,brown,brown,Summer,"['pastel blue', 'soft green', 'peach', 'olive green', 'white']"
fair,hazel,brown,Summer,"['grey', 'soft pink', 'coral', 'warm brown', 'white']"
light,brown,brown,Summer,"['lavender', 'soft pink', 'golden yellow', 'olive green', 'white']"
tan,brown,black,Spring,"['coral', 'clear turquoise', 'soft pink', 'olive green', 'bright red']"
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'soft green', 'olive green', 'bright red']"
lightMedium,green,brown,Autumn,"['deep red', 'olive green', 'peach', 'grey', 'black']"
medium,brown,black,Spring,"['warm green', 'coral', 'soft pink', 'olive green', 'bright red']"
lightMedium,brown,black,Spring,"['coral', 'clear turquoise', 'soft green', 'olive green', 'bright red']"
light,blue,brown,Summer,"['soft green', 'lavender', 'warm green', 'deep red', 'jewel blue']"
fair,green,blonde,Spring,"['coral', 'warm green', 'soft pink', 'olive green', 'navy']"
lightMedium,brown,black,Spring,"['peach', 'coral', 'soft green', 'warm brown', 'bright red']"
fair,green,brown,Summer,"['pastel blue', 'soft pink', 'peach', 'warm brown', 'black']"
deep,brown,black,Winter,"['navy', 'black', 'clear turquoise', 'pastel blue', 'orange']"
medium,blue,red,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'mustard', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'lavender', 'white']"
fair,brown,black,Summer,"['soft pink', 'soft green', 'coral', 'orange', 'bright red']"
light,brown,brown,Summer,"['grey', 'lavender', 'coral', 'mustard', 'jewel blue']"
fair,blue,blonde,Spring,"['golden yellow', 'coral', 'soft green', 'deep red', 'black']"
lightMedium,brown,brown,Autumn,"['warm brown', 'deep red', 'golden yellow', 'lavender', 'black']"
light,green,blonde,Spring,"['peach', 'warm green', 'soft pink', 'deep red', 'white']"
medium,green,brown,Autumn,"['orange', 'mustard', 'peach', 'soft green', 'white']"
Other,brown,black,Winter,"['jewel blue', 'navy', 'golden yellow', 'grey', 'olive green']"
medium,brown,brunette,Autumn,"['deep red', 'mustard', 'warm green', 'pastel blue', 'black']"
fair,hazel,blonde,Spring,"['clear turquoise', 'peach', 'soft green', 'warm brown', 'black']"
light,brown,brown,Summer,"['grey', 'lavender', 'golden yellow', 'orange', 'navy']"
light,brown,brown,Summer,"['pastel blue', 'grey', 'warm green', 'olive green', 'bright red']"
fair,green,brown,Summer,"['soft pink', 'grey', 'clear turquoise', 'olive green', 'jewel blue']"
light,brown,brown,Summer,"['grey', 'pastel blue', 'clear turquoise', 'olive green', 'black']"
lightMedium,brown,black,Spring,"['coral', 'warm green', 'grey', 'olive green', 'bright red']"
tan,brown,black,Spring,"['clear turquoise', 'coral', 'lavender', 'mustard', 'jewel blue']"
light,brown,brunette,Summer,"['pastel blue', 'soft green', 'golden yellow', 'orange', 'bright red']"
fairLight,green,brown,Summer,"['lavender', 'soft pink', 'golden yellow', 'mustard', 'bright red']"
lightMedium,green,blonde,Spring,"['golden yellow', 'coral', 'soft pink', 'deep red', 'navy']"
fair,blue,brown,Summer,"['lavender', 'soft green', 'peach', 'orange', 'white']"
light,hazel,blonde,Spring,"['golden yellow', 'warm green', 'grey', 'warm brown', 'jewel blue']"
lightMedium,blue,red,Spring,"['golden yellow', 'coral', 'pastel blue', 'deep red', 'black']"
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'warm green', 'grey', 'black']"
deep,brown,black,Winter,"['white', 'bright red', 'warm green', 'grey', 'olive green']"
light,blue,blonde,Spring,"['warm green', 'coral', 'pastel blue', 'orange', 'bright red']"
medium,green,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'soft pink', 'navy']"
tan,brown,brunette,Autumn,"['warm brown', 'olive green', 'warm green', 'soft pink', 'jewel blue']"
fair,green,brown,Summer,"['pastel blue', 'lavender', 'warm green', 'mustard', 'white']"
light,brown,brown,Summer,"['soft pink', 'grey', 'peach', 'olive green', 'navy']"
fair,hazel,brown,Summer,"['grey', 'soft pink', 'golden yellow', 'olive green', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['mustard', 'olive green', 'peach', 'grey', 'white']"
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'coral', 'olive green', 'jewel blue']"
light,green,brown,Summer,"['soft pink', 'lavender', 'clear turquoise', 'olive green', 'bright red']"
deep,brown,brown,Winter,"['navy', 'black', 'golden yellow', 'soft pink', 'deep red']"
mediumTan,blue,auburn,Spring,"['golden yellow', 'peach', 'lavender', 'olive green', 'jewel blue']"
mediumTan,green,brown,Autumn,"['orange', 'mustard', 'peach', 'soft pink', 'jewel blue']"
fair,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'pastel blue', 'mustard', 'jewel blue']"
light,brown,brown,Summer,"['grey', 'soft pink', 'clear turquoise', 'deep red', 'navy']"
fairLight,brown,auburn,Summer,"['grey', 'lavender', 'golden yellow', 'mustard', 'black']"
fair,hazel,brown,Summer,"['soft pink', 'lavender', 'warm green', 'mustard', 'black']"
light,brown,black,Summer,"['grey', 'soft pink', 'peach', 'warm brown', 'bright red']"
deep,brown,black,Winter,"['white', 'black', 'warm green', 'grey', 'olive green']"
light,blue,blonde,Spring,"['peach', 'coral', 'grey', 'deep red', 'navy']"
fair,blue,blonde,Spring,"['warm green', 'peach', 'lavender', 'mustard', 'bright red']"
light,blue,brown,Summer,"['lavender', 'grey', 'warm green', 'olive green', 'white']"
tan,brown,brown,Autumn,"['warm brown', 'olive green', 'golden yellow', 'grey', 'navy']"
lightMedium,brown,blonde,Spring,"['golden yellow', 'warm green', 'soft pink', 'mustard', 'navy']"
Other,brown,blonde,Spring,"['coral', 'clear turquoise', 'soft pink', 'mustard', 'bright red']"
light,brown,brown,Summer,"['lavender', 'grey', 'golden yellow', 'warm brown', 'bright red']"
medium,hazel,auburn,Autumn,"['mustard', 'deep red', 'clear turquoise', 'soft green', 'black']"
lightMedium,brown,black,Spring,"['coral', 'golden yellow', 'pastel blue', 'olive green', 'navy']"
medium,brown,brown,Autumn,"['warm brown', 'deep red', 'coral', 'lavender', 'black']"
lightMedium,blue,black,Spring,"['warm green', 'clear turquoise', 'lavender', 'mustard', 'jewel blue']"
fair,brown,brown,Summer,"['soft pink', 'pastel blue', 'clear turquoise', 'warm brown', 'jewel blue']"
medium,brown,brunette,Autumn,"['mustard', 'olive green', 'warm green', 'lavender', 'white']"
fair,blue,blonde,Spring,"['clear turquoise', 'peach', 'lavender', 'mustard', 'black']"
light,brown,red,Summer,"['soft green', 'grey', 'peach', 'deep red', 'bright red']"
medium,blue,red,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'olive green', 'jewel blue']"
Other,brown,black,Winter,"['navy', 'black', 'warm green', 'pastel blue', 'warm brown']"
light,green,blonde,Spring,"['clear turquoise', 'warm green', 'pastel blue', 'warm brown', 'jewel blue']"
mediumTan,brown,black,Spring,"['peach', 'golden yellow', 'soft green', 'warm brown', 'navy']"
medium,hazel,brunette,Autumn,"['orange', 'olive green', 'peach', 'grey', 'navy']"
fair,brown,brown,Summer,"['lavender', 'grey', 'peach', 'mustard', 'bright red']"
lightMedium,green,blonde,Spring,"['peach', 'golden yellow', 'soft green', 'mustard', 'bright red']"
fairLight,blue,brown,Summer,"['lavender', 'grey', 'clear turquoise', 'deep red', 'navy']"
fair,hazel,brown,Summer,"['pastel blue', 'soft pink', 'peach', 'deep red', 'navy']"
Other,brown,black,Winter,"['black', 'white', 'coral', 'grey', 'deep red']"
light,hazel,blonde,Spring,"['coral', 'clear turquoise', 'lavender', 'mustard', 'jewel blue']"
fairLight,brown,brown,Summer,"['soft green', 'pastel blue', 'clear turquoise', 'warm brown', 'white']"
medium,brown,black,Spring,"['coral', 'clear turquoise', 'grey', 'deep red', 'white']"
lightMedium,brown,black,Spring,"['golden yellow', 'clear turquoise', 'lavender', 'warm brown', 'bright red']"
fair,brown,blonde,Summer,"['grey', 'soft pink', 'clear turquoise', 'orange', 'navy']"
Other,brown,black,Winter,"['black', 'bright red', 'golden yellow', 'lavender', 'warm brown']"
fair,hazel,brunette,Summer,"['grey', 'pastel blue', 'warm green', 'olive green', 'navy']"
fair,blue,blonde,Spring,"['coral', 'warm green', 'lavender', 'deep red', 'bright red']"
fair,brown,red,Summer,"['lavender', 'pastel blue', 'peach', 'warm brown', 'jewel blue']"
fair,hazel,brunette,Summer,"['soft green', 'lavender', 'golden yellow', 'mustard', 'jewel blue']"
deep,brown,black,Winter,"['jewel blue', 'black', 'clear turquoise', 'pastel blue', 'warm brown']"
fair,brown,black,Summer,"['grey', 'pastel blue', 'coral', 'olive green', 'navy']"
medium,brown,black,Spring,"['golden yellow', 'peach', 'grey', 'olive green', 'white']"
light,brown,brown,Summer,"['grey', 'soft pink', 'golden yellow', 'mustard', 'black']"
tan,brown,black,Spring,"['peach', 'warm green', 'lavender', 'deep red', 'black']"
light,blue,brown,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'warm brown', 'jewel blue']"
fairLight,blue,red,Spring,"['peach', 'warm green', 'lavender', 'olive green', 'jewel blue']"
light,green,brown,Summer,"['lavender', 'pastel blue', 'warm green', 'deep red', 'white']"
light,green,blonde,Spring,"['peach', 'warm green', 'soft pink', 'olive green', 'jewel blue']"
tan,green,blonde,Spring,"['clear turquoise', 'coral', 'lavender', 'orange', 'navy']"
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'mustard', 'black']"
medium,brown,black,Spring,"['coral', 'golden yellow', 'pastel blue', 'warm brown', 'black']"
medium,brown,brown,Autumn,"['orange', 'deep red', 'peach', 'pastel blue', 'white']"
mediumTan,hazel,brown,Autumn,"['orange', 'mustard', 'peach', 'pastel blue', 'bright red']"
fair,brown,brown,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'warm brown', 'white']"
fair,brown,red,Summer,"['soft pink', 'grey', 'golden yellow', 'olive green', 'jewel blue']"
fair,blue,brunette,Summer,"['soft green', 'grey', 'coral', 'deep red', 'black']"
tan,brown,black,Spring,"['warm green', 'golden yellow', 'soft green', 'deep red', 'jewel blue']"
tan,brown,brunette,Autumn,"['orange', 'mustard', 'golden yellow', 'lavender', 'black']"
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'pastel blue', 'mustard', 'bright red']"
light,green,brown,Summer,"['grey', 'soft pink', 'peach', 'orange', 'jewel blue']"
light,brown,black,Summer,"['soft pink', 'lavender', 'coral', 'deep red', 'jewel blue']"
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'warm green', 'lavender', 'black']"
mediumTan,brown,black,Spring,"['peach', 'coral', 'soft pink', 'mustard', 'white']"
mediumTan,brown,brown,Autumn,"['mustard', 'olive green', 'coral', 'grey', 'white']"
light,blue,brown,Summer,"['soft pink', 'soft green', 'clear turquoise', 'warm brown', 'navy']"
medium,brown,black,Spring,"['peach', 'warm green', 'soft green', 'olive green', 'navy']"
mediumTan,brown,blonde,Spring,"['coral', 'golden yellow', 'grey', 'mustard', 'jewel blue']"
fair,brown,blonde,Summer,"['pastel blue', 'lavender', 'clear turquoise', 'warm brown', 'bright red']"
lightMedium,brown,brown,Autumn,"['deep red', 'mustard', 'coral', 'soft pink', 'white']"
light,blue,blonde,Spring,"['peach', 'golden yellow', 'soft green', 'mustard', 'white']"
light,blue,blonde,Spring,"['coral', 'clear turquoise', 'soft green', 'orange', 'bright red']"
fairLight,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft green', 'warm brown', 'white']"
light,green,blonde,Spring,"['coral', 'clear turquoise', 'soft pink', 'olive green', 'jewel blue']"
fairLight,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft pink', 'deep red', 'navy']"
light,brown,brown,Summer,"['pastel blue', 'grey', 'warm green', 'deep red', 'jewel blue']"
light,brown,brown,Summer,"['soft pink', 'grey', 'peach', 'mustard', 'white']"
lightMedium,brown,brown,Autumn,"['orange', 'warm brown', 'peach', 'soft pink', 'bright red']"
lightMedium,brown,brown,Autumn,"['deep red', 'warm brown', 'golden yellow', 'grey', 'white']"
light,brown,brown,Summer,"['soft green', 'grey', 'peach', 'orange', 'bright red']"
fair,blue,blonde,Spring,"['golden yellow', 'coral', 'lavender', 'warm brown', 'black']"
Other,brown,auburn,Winter,"['jewel blue', 'bright red', 'coral', 'soft green', 'mustard']"
deep,brown,black,Winter,"['jewel blue', 'bright red', 'clear turquoise', 'lavender', 'warm brown']"
fair,green,brown,Summer,"['grey', 'soft pink', 'peach', 'olive green', 'black']"
deep,brown,black,Winter,"['bright red', 'white', 'warm green', 'pastel blue', 'olive green']"
light,hazel,brown,Summer,"['lavender', 'soft pink', 'coral', 'orange', 'jewel blue']"
light,hazel,brunette,Summer,"['soft green', 'grey', 'coral', 'deep red', 'jewel blue']"
lightMedium,brown,black,Spring,"['clear turquoise', 'golden yellow', 'grey', 'olive green', 'white']"
mediumTan,hazel,brown,Autumn,"['olive green', 'deep red', 'coral', 'soft pink', 'bright red']"
Other,blue,black,Spring,"['clear turquoise', 'golden yellow', 'lavender', 'warm brown', 'black']"
lightMedium,brown,brown,Autumn,"['warm brown', 'orange', 'golden yellow', 'grey', 'white']"
Other,green,auburn,Spring,"['coral', 'warm green', 'pastel blue', 'deep red', 'black']"
medium,brown,black,Spring,"['golden yellow', 'peach', 'grey', 'olive green', 'navy']"
fair,hazel,black,Summer,"['lavender', 'soft pink', 'clear turquoise', 'olive green', 'white']"
light,brown,blonde,Summer,"['pastel blue', 'soft pink', 'warm green', 'deep red', 'black']"
light,green,blonde,Spring,"['clear turquoise', 'golden yellow', 'lavender', 'orange', 'white']"
fair,blue,brown,Summer,"['soft pink', 'soft green', 'warm green', 'warm brown', 'jewel blue']"
fairLight,blue,brown,Summer,"['soft pink', 'lavender', 'warm green', 'deep red', 'jewel blue']"
Other,green,brunette,Spring,"['warm green', 'clear turquoise', 'soft green', 'warm brown', 'bright red']"
light,brown,brown,Summer,"['lavender', 'soft pink', 'peach', 'deep red', 'bright red']"
tan,blue,brunette,Spring,"['peach', 'golden yellow', 'grey', 'deep red', 'white']"
fair,green,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'mustard', 'jewel blue']"
