skin_tone,eye_color,hair_color,primary_season,color_palette,palette_name
light,green,brown,Summer,"['soft pink', 'pastel blue', 'golden yellow', 'olive green', 'white']",Palette_0856f8c1
mediumTan,green,brown,Autumn,"['olive green', 'warm brown', 'warm green', 'soft pink', 'navy']",Palette_f632eaf5
light,green,brown,Summer,"['grey', 'pastel blue', 'peach', 'mustard', 'jewel blue']",Palette_860c38be
light,brown,brown,Summer,"['lavender', 'pastel blue', 'golden yellow', 'orange', 'jewel blue']",Palette_c22e27ea
lightMedium,brown,black,Spring,"['warm green', 'clear turquoise', 'lavender', 'warm brown', 'white']",Palette_f19830b1
light,blue,brown,Summer,"['grey', 'soft pink', 'warm green', 'olive green', 'white']",Palette_f003d1d9
tan,brown,brown,Autumn,"['warm brown', 'mustard', 'warm green', 'lavender', 'bright red']",Palette_bee93f6a
fair,hazel,brown,Summer,"['lavender', 'pastel blue', 'clear turquoise', 'mustard', 'bright red']",Palette_6f9addd7
Other,blue,blonde,Spring,"['clear turquoise', 'warm green', 'soft green', 'orange', 'bright red']",Palette_8de7e867
deep,brown,black,Winter,"['bright red', 'navy', 'golden yellow', 'lavender', 'warm brown']",Palette_587446cf
light,brown,brown,Summer,"['pastel blue', 'soft pink', 'clear turquoise', 'deep red', 'bright red']",Palette_2c3de858
fair,blue,blonde,Spring,"['coral', 'peach', 'soft green', 'warm brown', 'jewel blue']",Palette_b7f2147e
fair,hazel,blonde,Spring,"['clear turquoise', 'golden yellow', 'grey', 'warm brown', 'black']",Palette_7cd7182b
medium,green,black,Spring,"['coral', 'clear turquoise', 'soft green', 'deep red', 'white']",Palette_975a8709
lightMedium,brown,brown,Autumn,"['warm brown', 'deep red', 'clear turquoise', 'grey', 'bright red']",Palette_81c81a5f
light,hazel,brown,Summer,"['soft green', 'lavender', 'peach', 'deep red', 'jewel blue']",Palette_c5648f32
lightMedium,blue,brown,Spring,"['peach', 'warm green', 'lavender', 'olive green', 'white']",Palette_d1b50751
lightMedium,brown,black,Spring,"['coral', 'warm green', 'soft pink', 'olive green', 'navy']",Palette_d55298e6
tan,brown,black,Spring,"['golden yellow', 'clear turquoise', 'grey', 'olive green', 'white']",Palette_cae1db9a
fair,blue,brown,Summer,"['soft pink', 'lavender', 'warm green', 'warm brown', 'black']",Palette_1a7c7bbb
medium,brown,black,Spring,"['clear turquoise', 'warm green', 'lavender', 'olive green', 'bright red']",Palette_c0427bf0
Other,brown,brunette,Winter,"['white', 'black', 'clear turquoise', 'lavender', 'mustard']",Palette_7a33556b
lightMedium,blue,brown,Spring,"['clear turquoise', 'coral', 'soft pink', 'deep red', 'navy']",Palette_28525e07
light,brown,brown,Summer,"['grey', 'soft pink', 'coral', 'olive green', 'bright red']",Palette_4f2a0358
fairLight,blue,blonde,Spring,"['warm green', 'coral', 'lavender', 'deep red', 'navy']",Palette_22993e52
light,brown,brown,Summer,"['soft pink', 'pastel blue', 'coral', 'mustard', 'navy']",Palette_9dd3e27f
lightMedium,brown,brown,Autumn,"['warm brown', 'deep red', 'coral', 'soft pink', 'bright red']",Palette_5b91e14c
medium,hazel,brown,Autumn,"['deep red', 'olive green', 'warm green', 'soft pink', 'bright red']",Palette_4c65c16f
fair,brown,brown,Summer,"['pastel blue', 'grey', 'golden yellow', 'orange', 'jewel blue']",Palette_ebb14bca
fair,blue,blonde,Spring,"['peach', 'golden yellow', 'lavender', 'orange', 'jewel blue']",Palette_aac13a74
medium,brown,black,Spring,"['warm green', 'peach', 'grey', 'deep red', 'black']",Palette_7de717bb
light,hazel,brown,Summer,"['soft pink', 'lavender', 'golden yellow', 'mustard', 'white']",Palette_104f92d1
lightMedium,green,brown,Autumn,"['warm brown', 'deep red', 'peach', 'pastel blue', 'jewel blue']",Palette_e8e0f6c7
light,blue,brown,Summer,"['grey', 'soft pink', 'warm green', 'deep red', 'white']",Palette_04745692
fair,brown,brown,Summer,"['grey', 'soft pink', 'coral', 'olive green', 'jewel blue']",Palette_31e467d7
lightMedium,green,blonde,Spring,"['golden yellow', 'peach', 'soft green', 'warm brown', 'navy']",Palette_e1f55b26
light,green,red,Spring,"['clear turquoise', 'golden yellow', 'grey', 'orange', 'black']",Palette_570cc569
fair,green,brown,Summer,"['pastel blue', 'grey', 'coral', 'orange', 'bright red']",Palette_aa19b7dd
fair,brown,blonde,Summer,"['lavender', 'soft pink', 'coral', 'deep red', 'navy']",Palette_a61aedd5
mediumTan,brown,black,Spring,"['clear turquoise', 'coral', 'pastel blue', 'deep red', 'white']",Palette_d3a660fc
fair,hazel,brown,Summer,"['grey', 'lavender', 'warm green', 'olive green', 'jewel blue']",Palette_d529f68e
light,blue,brown,Summer,"['grey', 'soft pink', 'clear turquoise', 'deep red', 'jewel blue']",Palette_5d533a09
fair,blue,blonde,Spring,"['peach', 'coral', 'pastel blue', 'orange', 'white']",Palette_75da1e93
fair,brown,blonde,Summer,"['soft green', 'soft pink', 'golden yellow', 'orange', 'bright red']",Palette_509e975f
light,green,brown,Summer,"['soft pink', 'grey', 'golden yellow', 'mustard', 'black']",Palette_f6def16e
fair,green,blonde,Spring,"['golden yellow', 'peach', 'soft pink', 'orange', 'black']",Palette_71e38468
fair,hazel,brown,Summer,"['soft green', 'soft pink', 'coral', 'olive green', 'black']",Palette_05388ace
fairLight,green,red,Spring,"['clear turquoise', 'warm green', 'soft green', 'olive green', 'bright red']",Palette_b2fcc1be
light,green,blonde,Spring,"['peach', 'clear turquoise', 'grey', 'olive green', 'bright red']",Palette_fed0236b
light,blue,brown,Summer,"['lavender', 'pastel blue', 'peach', 'olive green', 'bright red']",Palette_532b6fbd
light,brown,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'mustard', 'bright red']",Palette_67006565
fair,brown,red,Summer,"['soft green', 'lavender', 'golden yellow', 'olive green', 'navy']",Palette_378e8f2a
fair,green,brown,Summer,"['lavender', 'soft pink', 'warm green', 'mustard', 'navy']",Palette_fbf4a3b4
light,blue,brown,Summer,"['pastel blue', 'soft green', 'coral', 'mustard', 'navy']",Palette_23d10993
light,green,red,Spring,"['clear turquoise', 'warm green', 'lavender', 'deep red', 'jewel blue']",Palette_2533d3b5
lightMedium,brown,brown,Autumn,"['orange', 'olive green', 'coral', 'grey', 'white']",Palette_99d6d362
lightMedium,green,black,Spring,"['clear turquoise', 'golden yellow', 'soft pink', 'orange', 'white']",Palette_4188f9c9
light,brown,brown,Summer,"['grey', 'soft green', 'golden yellow', 'orange', 'navy']",Palette_67ccaa80
mediumTan,green,blonde,Spring,"['warm green', 'peach', 'lavender', 'olive green', 'jewel blue']",Palette_553960f9
medium,green,blonde,Spring,"['clear turquoise', 'golden yellow', 'soft green', 'mustard', 'bright red']",Palette_b046b252
lightMedium,brown,brown,Autumn,"['orange', 'deep red', 'coral', 'lavender', 'black']",Palette_b83c8d3c
lightMedium,brown,black,Spring,"['peach', 'clear turquoise', 'soft green', 'warm brown', 'white']",Palette_56978b13
light,brown,black,Summer,"['grey', 'soft pink', 'golden yellow', 'olive green', 'navy']",Palette_300db7c7
light,brown,brown,Summer,"['pastel blue', 'soft green', 'warm green', 'warm brown', 'jewel blue']",Palette_ffce5ab1
fairLight,blue,blonde,Spring,"['golden yellow', 'warm green', 'pastel blue', 'deep red', 'navy']",Palette_038720da
lightMedium,hazel,brown,Autumn,"['mustard', 'warm brown', 'clear turquoise', 'soft pink', 'black']",Palette_60eb21cd
fair,brown,auburn,Summer,"['lavender', 'pastel blue', 'golden yellow', 'warm brown', 'jewel blue']",Palette_0a7af1c5
fair,brown,black,Summer,"['lavender', 'pastel blue', 'coral', 'warm brown', 'black']",Palette_d209fa30
fairLight,green,auburn,Spring,"['coral', 'peach', 'soft pink', 'warm brown', 'white']",Palette_8c0f838a
mediumTan,brown,brown,Autumn,"['mustard', 'deep red', 'peach', 'lavender', 'white']",Palette_5f8c1034
lightMedium,brown,black,Spring,"['warm green', 'coral', 'lavender', 'olive green', 'black']",Palette_bd49ddb0
light,blue,blonde,Spring,"['coral', 'clear turquoise', 'lavender', 'orange', 'jewel blue']",Palette_1423236e
fair,hazel,auburn,Spring,"['coral', 'warm green', 'pastel blue', 'warm brown', 'bright red']",Palette_4e7f1cbe
fair,brown,black,Summer,"['soft pink', 'grey', 'clear turquoise', 'olive green', 'black']",Palette_a0e46578
lightMedium,hazel,blonde,Spring,"['coral', 'golden yellow', 'grey', 'orange', 'navy']",Palette_51f7999b
fair,green,blonde,Spring,"['peach', 'clear turquoise', 'soft pink', 'deep red', 'bright red']",Palette_bbe7517d
tan,brown,brown,Autumn,"['mustard', 'olive green', 'clear turquoise', 'pastel blue', 'jewel blue']",Palette_2963d80c
fair,hazel,brown,Summer,"['grey', 'pastel blue', 'coral', 'olive green', 'bright red']",Palette_95eaab10
fair,hazel,blonde,Spring,"['golden yellow', 'coral', 'pastel blue', 'warm brown', 'black']",Palette_a5f87338
tan,brown,black,Spring,"['peach', 'clear turquoise', 'soft pink', 'mustard', 'black']",Palette_c3652132
mediumTan,brown,brown,Autumn,"['olive green', 'orange', 'golden yellow', 'lavender', 'bright red']",Palette_4d9cddee
lightMedium,brown,brown,Autumn,"['mustard', 'deep red', 'golden yellow', 'grey', 'navy']",Palette_86e7ece5
lightMedium,blue,brown,Spring,"['coral', 'warm green', 'soft green', 'orange', 'white']",Palette_e713f55e
deep,brown,black,Winter,"['white', 'navy', 'warm green', 'soft pink', 'olive green']",Palette_91f3d061
light,brown,brown,Summer,"['lavender', 'soft pink', 'golden yellow', 'olive green', 'jewel blue']",Palette_facb4ec8
lightMedium,brown,brown,Autumn,"['warm brown', 'olive green', 'clear turquoise', 'lavender', 'jewel blue']",Palette_a2180e8c
fair,brown,blonde,Summer,"['grey', 'soft green', 'warm green', 'mustard', 'black']",Palette_e310a014
mediumTan,brown,black,Spring,"['warm green', 'coral', 'pastel blue', 'olive green', 'black']",Palette_5830b6e8
light,blue,red,Spring,"['warm green', 'clear turquoise', 'grey', 'deep red', 'white']",Palette_c532309d
medium,brown,brown,Autumn,"['olive green', 'orange', 'coral', 'grey', 'navy']",Palette_3f11151d
medium,hazel,blonde,Spring,"['golden yellow', 'coral', 'soft pink', 'olive green', 'navy']",Palette_d37ab279
light,brown,black,Summer,"['soft pink', 'lavender', 'golden yellow', 'mustard', 'white']",Palette_104f92d1
light,blue,brown,Summer,"['pastel blue', 'lavender', 'warm green', 'warm brown', 'black']",Palette_1f76effb
light,brown,black,Summer,"['pastel blue', 'lavender', 'coral', 'warm brown', 'jewel blue']",Palette_d135c834
lightMedium,blue,blonde,Spring,"['warm green', 'coral', 'grey', 'olive green', 'bright red']",Palette_90269196
light,blue,blonde,Spring,"['peach', 'coral', 'pastel blue', 'deep red', 'navy']",Palette_70e525bf
mediumTan,brown,black,Spring,"['warm green', 'clear turquoise', 'soft green', 'mustard', 'jewel blue']",Palette_e1f81aea
fair,blue,blonde,Spring,"['clear turquoise', 'peach', 'lavender', 'orange', 'black']",Palette_aa630d8e
light,hazel,brown,Summer,"['grey', 'pastel blue', 'coral', 'deep red', 'black']",Palette_6786fb81
fair,blue,brown,Summer,"['soft green', 'soft pink', 'peach', 'mustard', 'jewel blue']",Palette_b8991976
light,Other,auburn,Summer,"['lavender', 'grey', 'clear turquoise', 'mustard', 'jewel blue']",Palette_a06ae56a
fair,brown,blonde,Summer,"['lavender', 'soft green', 'coral', 'olive green', 'navy']",Palette_5e1a7355
fair,blue,auburn,Spring,"['clear turquoise', 'warm green', 'lavender', 'warm brown', 'navy']",Palette_6c32e69f
fair,blue,blonde,Spring,"['peach', 'golden yellow', 'soft green', 'warm brown', 'navy']",Palette_b53a2f6d
lightMedium,hazel,brown,Autumn,"['mustard', 'orange', 'warm green', 'pastel blue', 'black']",Palette_7ae612db
light,blue,brown,Summer,"['pastel blue', 'soft green', 'golden yellow', 'olive green', 'navy']",Palette_1d28fe57
tan,brown,black,Spring,"['warm green', 'coral', 'pastel blue', 'olive green', 'black']",Palette_5830b6e8
light,green,blonde,Spring,"['peach', 'golden yellow', 'soft pink', 'warm brown', 'jewel blue']",Palette_e53bf548
fairLight,brown,brown,Summer,"['soft pink', 'lavender', 'warm green', 'mustard', 'black']",Palette_811567bf
fair,brown,blonde,Summer,"['lavender', 'pastel blue', 'warm green', 'orange', 'jewel blue']",Palette_d4142cb5
medium,brown,black,Spring,"['peach', 'coral', 'grey', 'warm brown', 'black']",Palette_cd6176d6
fair,hazel,blonde,Spring,"['golden yellow', 'clear turquoise', 'grey', 'mustard', 'bright red']",Palette_e1aed46f
medium,brown,black,Spring,"['warm green', 'coral', 'soft pink', 'warm brown', 'jewel blue']",Palette_0888432f
Other,brown,black,Winter,"['bright red', 'white', 'clear turquoise', 'soft green', 'olive green']",Palette_bac4daeb
fair,hazel,black,Summer,"['grey', 'soft green', 'warm green', 'orange', 'bright red']",Palette_fdd303ec
fair,blue,blonde,Spring,"['peach', 'coral', 'pastel blue', 'orange', 'black']",Palette_d8ca807d
fair,hazel,blonde,Spring,"['clear turquoise', 'coral', 'pastel blue', 'olive green', 'black']",Palette_a422d165
lightMedium,blue,Other,Spring,"['peach', 'warm green', 'pastel blue', 'deep red', 'navy']",Palette_b0358da5
light,green,blonde,Spring,"['clear turquoise', 'coral', 'grey', 'mustard', 'jewel blue']",Palette_2f115af4
light,green,blonde,Spring,"['peach', 'clear turquoise', 'lavender', 'orange', 'jewel blue']",Palette_db6894b6
deep,brown,black,Winter,"['black', 'jewel blue', 'golden yellow', 'grey', 'orange']",Palette_025d6e8f
light,blue,blonde,Spring,"['peach', 'clear turquoise', 'soft green', 'orange', 'navy']",Palette_a6bc647f
fair,green,brown,Summer,"['lavender', 'grey', 'warm green', 'mustard', 'black']",Palette_7df609b4
fair,hazel,blonde,Spring,"['peach', 'clear turquoise', 'grey', 'mustard', 'bright red']",Palette_0be0bd02
fairLight,hazel,red,Spring,"['golden yellow', 'warm green', 'soft green', 'olive green', 'bright red']",Palette_4c1c03aa
lightMedium,brown,brown,Autumn,"['mustard', 'orange', 'coral', 'pastel blue', 'bright red']",Palette_27851523
fairLight,blue,blonde,Spring,"['coral', 'warm green', 'pastel blue', 'orange', 'jewel blue']",Palette_986a4095
fair,blue,brown,Summer,"['pastel blue', 'soft pink', 'warm green', 'warm brown', 'jewel blue']",Palette_cdb4cec9
medium,brown,brunette,Autumn,"['deep red', 'mustard', 'peach', 'pastel blue', 'jewel blue']",Palette_f010f45d
fair,brown,brown,Summer,"['soft pink', 'lavender', 'peach', 'warm brown', 'navy']",Palette_755e9aca
fairLight,green,auburn,Spring,"['warm green', 'coral', 'soft pink', 'olive green', 'jewel blue']",Palette_f14f47c4
deep,brown,black,Winter,"['navy', 'bright red', 'coral', 'pastel blue', 'olive green']",Palette_8fb1d464
mediumTan,brown,black,Spring,"['peach', 'warm green', 'soft pink', 'warm brown', 'black']",Palette_2ad92314
light,green,brown,Summer,"['grey', 'pastel blue', 'clear turquoise', 'orange', 'navy']",Palette_f9667040
fair,hazel,auburn,Spring,"['peach', 'clear turquoise', 'lavender', 'deep red', 'white']",Palette_6e53bf65
fair,brown,brown,Summer,"['grey', 'lavender', 'warm green', 'orange', 'jewel blue']",Palette_c6286bc6
fair,brown,black,Summer,"['soft green', 'grey', 'clear turquoise', 'mustard', 'black']",Palette_096888ac
mediumTan,brown,brown,Autumn,"['orange', 'warm brown', 'peach', 'soft green', 'white']",Palette_8f8811aa
fair,hazel,Other,Summer,"['grey', 'pastel blue', 'warm green', 'mustard', 'black']",Palette_40bc6382
fairLight,brown,brown,Summer,"['grey', 'lavender', 'golden yellow', 'warm brown', 'black']",Palette_67d297e2
fair,blue,blonde,Spring,"['golden yellow', 'peach', 'lavender', 'orange', 'bright red']",Palette_b5c5a550
fair,green,brown,Summer,"['soft pink', 'pastel blue', 'warm green', 'warm brown', 'navy']",Palette_6d1f8de2
fair,hazel,brown,Summer,"['soft green', 'soft pink', 'warm green', 'deep red', 'white']",Palette_e3d33479
medium,green,brown,Autumn,"['deep red', 'warm brown', 'coral', 'grey', 'jewel blue']",Palette_06cc631f
light,green,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'orange', 'navy']",Palette_26cb7c0f
light,hazel,brown,Summer,"['soft pink', 'pastel blue', 'peach', 'mustard', 'jewel blue']",Palette_45be52bc
fair,blue,blonde,Spring,"['golden yellow', 'warm green', 'lavender', 'deep red', 'bright red']",Palette_1f7ee39a
fair,hazel,blonde,Spring,"['coral', 'peach', 'soft pink', 'mustard', 'jewel blue']",Palette_c63f7e78
light,hazel,brown,Summer,"['soft pink', 'grey', 'warm green', 'mustard', 'white']",Palette_46577db4
light,blue,blonde,Spring,"['coral', 'peach', 'soft green', 'orange', 'jewel blue']",Palette_11d8e2a1
lightMedium,hazel,brown,Autumn,"['mustard', 'olive green', 'clear turquoise', 'grey', 'black']",Palette_26b36bdd
lightMedium,brown,black,Spring,"['clear turquoise', 'peach', 'lavender', 'deep red', 'black']",Palette_48d8ce86
light,hazel,brown,Summer,"['pastel blue', 'soft green', 'coral', 'mustard', 'jewel blue']",Palette_a6fb4fec
medium,brown,black,Spring,"['warm green', 'golden yellow', 'soft green', 'olive green', 'white']",Palette_e658e5a9
fairLight,blue,blonde,Spring,"['warm green', 'golden yellow', 'soft green', 'warm brown', 'white']",Palette_bc0f2653
light,brown,blonde,Summer,"['soft pink', 'lavender', 'warm green', 'deep red', 'jewel blue']",Palette_f39acbf7
light,blue,blonde,Spring,"['golden yellow', 'peach', 'grey', 'orange', 'black']",Palette_f2e89ed8
fair,blue,blonde,Spring,"['warm green', 'clear turquoise', 'soft pink', 'warm brown', 'white']",Palette_6db2b25c
Other,brown,black,Winter,"['navy', 'jewel blue', 'clear turquoise', 'soft pink', 'olive green']",Palette_7326934c
light,brown,brunette,Summer,"['soft green', 'lavender', 'clear turquoise', 'olive green', 'navy']",Palette_553d8386
fairLight,hazel,brown,Summer,"['soft green', 'soft pink', 'warm green', 'orange', 'navy']",Palette_9e12979b
light,hazel,blonde,Spring,"['coral', 'peach', 'pastel blue', 'olive green', 'bright red']",Palette_38bd785e
light,green,brown,Summer,"['soft green', 'soft pink', 'coral', 'deep red', 'black']",Palette_a6620924
lightMedium,hazel,brown,Autumn,"['orange', 'warm brown', 'clear turquoise', 'pastel blue', 'black']",Palette_c51b891f
